meas # 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406064.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.032403,0.042168,0.037042,0.0346,0.031415,0.030927,0.035817,0.034841,0.033864,0.041391,0.040903,0.04433,0.04433,0.045795,0.040731,0.041219,0.037976,0.037487,0.042118,0.040165,0.022078,0.022078,0.0362,0.036688,0.034687,0.03664,0.037689,0.036225,0.048211,0.048211,0.033352,0.033841,0.031887,0.033841,0.043433,0.040991,0.043433,0.040015,0.040347,0.041323,0.041323,0.042788,0.038431,0.037454,0.043715,0.046156, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.036701,0.050363,0.031186,0.033271,0.029228,0.029948,0.103024,0.103024,0.036701,0.031186,0.033271,0.17872,0.237208,0.042128,0.029948,0.031186,0.029228,0.029948,0.036701,0.036701,0.029948,0.029948,0.029948,0.031186,0.029948,0.029948,0.036701,0.036701,0.031186,0.031186,0.029948,0.029948,0.029228,0.029948,0.036701,0.042128,0.036701,0.036701,0.029948,0.029948,0.029948,0.029948,0.029948,0.029228,0.033271,0.029948, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.822541,0.822541,-0.688649,-0.688649,-0.24591,-0.24591,-0.958573,-0.958573,-0.958573,0.214252,0.214252,0.817241,0.817241,0.817241,-0.357408,-0.357408,0.49505,0.49505,0.689332,0.689332,-0.292603,-0.292603,0.291395,0.291395,-0.234258,-0.234258,-0.592871,-0.592871,0.278929,0.278929,-0.390276,-0.390276,-0.390276,-0.390276,-0.671916,-0.671916,-0.671916,-0.671916,0.244043,0.244043,0.244043,0.244043,0.245803,0.245803,0.60854,0.60854, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.534002,-0.534002,0.116401,0.116401,-0.427531,-0.427531,-0.257175,-0.257175,-0.257175,0.784136,0.784136,0.560166,0.560166,0.560166,0.410322,0.410322,-0.16811,-0.16811,0.668235,0.668235,-0.602006,-0.602006,0.006218,0.006218,0.127841,0.127841,0.752797,0.752797,-0.570942,-0.570942,-0.310478,-0.310478,-0.310478,-0.310478,-0.722932,-0.722932,-0.722932,-0.722932,0.400972,0.400972,0.400972,0.400972,-0.036493,-0.036493,-0.688779,-0.688779, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.195622,-0.195622,-0.715691,-0.715691,-0.869911,-0.869911,-0.122471,-0.122471,-0.122471,-0.582432,-0.582432,-0.135392,-0.135392,-0.135392,-0.838985,-0.838985,-0.852446,-0.852446,-0.279791,-0.279791,-0.742948,-0.742948,-0.956583,-0.956583,-0.963732,-0.963732,-0.286009,-0.286009,-0.772155,-0.772155,-0.866769,-0.866769,-0.866769,-0.866769,-0.160926,-0.160926,-0.160926,-0.160926,-0.882986,-0.882986,-0.882986,-0.882986,-0.968633,-0.968633,-0.394033,-0.394033, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meas # 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406064.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.188777,0.19366,0.040958,0.042423,0.089871,0.089871,0.027764,0.030205,0.038506,0.125415,0.132739,0.190008,0.206121,0.169012,0.07809,0.080043,0.15685,0.160268,0.162517,0.169353,0.077075,0.079028,0.135229,0.135718,0.081826,0.08085,0.036219,0.031824,0.167253,0.16823,0.077542,0.077542,0.081448,0.079006,0.09079,0.071747,0.076141,0.075165,0.122863,0.122375,0.124328,0.123351,0.127639,0.13008,0.194575,0.192133, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.036701,0.062392,0.031186,0.031186,0.029228,0.029228,0.062392,0.079428,0.033271,0.031186,0.033271,0.17872,0.17872,0.042128,0.029948,0.031186,0.029228,0.029228,0.033271,0.036701,0.029228,0.029948,0.029948,0.031186,0.029948,0.029948,0.036701,0.036701,0.031186,0.031186,0.029948,0.029948,0.029228,0.029228,0.036701,0.042128,0.036701,0.036701,0.029228,0.029948,0.029948,0.029948,0.029948,0.029228,0.033271,0.029948, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.822376,0.822376,-0.68881,-0.68881,-0.2463,-0.2463,-0.958457,-0.958457,-0.958457,0.214215,0.214215,0.817088,0.817088,0.817088,-0.357451,-0.357451,0.495024,0.495024,0.689478,0.689478,-0.292858,-0.292858,0.291217,0.291217,-0.234357,-0.234357,-0.592719,-0.592719,0.278734,0.278734,-0.390382,-0.390382,-0.390382,-0.390382,-0.671983,-0.671983,-0.671983,-0.671983,0.244012,0.244012,0.244012,0.244012,0.24572,0.24572,0.608485,0.608485, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.534144,-0.534144,0.116792,0.116792,-0.427671,-0.427671,-0.257551,-0.257551,-0.257551,0.783862,0.783862,0.560454,0.560454,0.560454,0.409856,0.409856,-0.167638,-0.167638,0.667923,0.667923,-0.602302,-0.602302,0.005649,0.005649,0.128438,0.128438,0.753072,0.753072,-0.570578,-0.570578,-0.310783,-0.310783,-0.310783,-0.310783,-0.722935,-0.722935,-0.722935,-0.722935,0.400595,0.400595,0.400595,0.400595,-0.036046,-0.036046,-0.688643,-0.688643, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.195929,-0.195929,-0.715472,-0.715472,-0.869732,-0.869732,-0.122591,-0.122591,-0.122591,-0.582815,-0.582815,-0.135122,-0.135122,-0.135122,-0.839194,-0.839194,-0.852554,-0.852554,-0.280177,-0.280177,-0.742608,-0.742608,-0.95664,-0.95664,-0.963629,-0.963629,-0.285598,-0.285598,-0.772495,-0.772495,-0.866612,-0.866612,-0.866612,-0.866612,-0.160637,-0.160637,-0.160637,-0.160637,-0.883166,-0.883166,-0.883166,-0.883166,-0.96867,-0.96867,-0.394356,-0.394356, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meas # 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406068.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.640402,0.643332,-0.4628,-0.4628,-0.085163,-0.084674,0.007019,0.006043,0.429694,0.412116,0.440925,-0.292649,-0.293137,0.350449,0.351425,0.330931,0.331908,-0.080845,-0.080356,0.191996,0.19102,-0.170404,-0.170404,-0.508108,-0.50762,0.283698,0.284186,-0.192958,-0.198329,-0.198329,-0.199306,-0.294665,-0.306384,-0.28197,-0.296619,0.095442,0.093977,0.096907,0.094465,0.166515,0.164562,0.520858,0.515486, ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
