4.044802000000000116e+05,4.044790000000000000e+05
4.044835999999999767e+05,4.044802000000000116e+05
4.044844000000000233e+05,4.044835999999999767e+05
4.044852000000000116e+05,4.044844000000000233e+05
4.044860000000000000e+05,4.044852000000000116e+05
4.044870000000000000e+05,4.044860000000000000e+05
4.044877999999999884e+05,4.044870000000000000e+05
4.044885999999999767e+05,4.044877999999999884e+05
4.044894000000000233e+05,4.044885999999999767e+05
4.044902000000000116e+05,4.044894000000000233e+05
4.044910000000000000e+05,4.044902000000000116e+05
4.044920000000000000e+05,4.044910000000000000e+05
4.044927999999999884e+05,4.044920000000000000e+05
4.044935999999999767e+05,4.044927999999999884e+05
4.044944000000000233e+05,4.044935999999999767e+05
4.044952000000000116e+05,4.044944000000000233e+05
4.044960000000000000e+05,4.044952000000000116e+05
4.044970000000000000e+05,4.044960000000000000e+05
4.044977999999999884e+05,4.044970000000000000e+05
4.044985999999999767e+05,4.044977999999999884e+05
4.044994000000000233e+05,4.044985999999999767e+05
4.045002000000000116e+05,4.044994000000000233e+05
4.045010000000000000e+05,4.045002000000000116e+05
4.045020000000000000e+05,4.045010000000000000e+05
4.045027999999999884e+05,4.045020000000000000e+05
4.045035999999999767e+05,4.045027999999999884e+05
4.045044000000000233e+05,4.045035999999999767e+05
4.045052000000000116e+05,4.045044000000000233e+05
4.045060000000000000e+05,4.045052000000000116e+05
4.045070000000000000e+05,4.045060000000000000e+05
4.045077999999999884e+05,4.045070000000000000e+05
4.045085999999999767e+05,4.045077999999999884e+05
4.045094000000000233e+05,4.045085999999999767e+05
4.045102000000000116e+05,4.045094000000000233e+05
4.045110000000000000e+05,4.045102000000000116e+05
4.045120000000000000e+05,4.045110000000000000e+05
4.045127999999999884e+05,4.045120000000000000e+05
4.045135999999999767e+05,4.045127999999999884e+05
4.045144000000000233e+05,4.045135999999999767e+05
4.045152000000000116e+05,4.045144000000000233e+05
4.045160000000000000e+05,4.045152000000000116e+05
4.045170000000000000e+05,4.045160000000000000e+05
4.045177999999999884e+05,4.045170000000000000e+05
4.045185999999999767e+05,4.045177999999999884e+05
4.045194000000000233e+05,4.045185999999999767e+05
4.045202000000000116e+05,4.045194000000000233e+05
4.045210000000000000e+05,4.045202000000000116e+05
4.045220000000000000e+05,4.045210000000000000e+05
4.045227999999999884e+05,4.045220000000000000e+05
4.045235999999999767e+05,4.045227999999999884e+05
4.045244000000000233e+05,4.045235999999999767e+05
4.045252000000000116e+05,4.045244000000000233e+05
4.045260000000000000e+05,4.045252000000000116e+05
4.045270000000000000e+05,4.045260000000000000e+05
4.045277999999999884e+05,4.045270000000000000e+05
4.045285999999999767e+05,4.045277999999999884e+05
4.045294000000000233e+05,4.045285999999999767e+05
4.045302000000000116e+05,4.045294000000000233e+05
4.045310000000000000e+05,4.045302000000000116e+05
4.045320000000000000e+05,4.045310000000000000e+05
4.045327999999999884e+05,4.045320000000000000e+05
4.045335999999999767e+05,4.045327999999999884e+05
4.045344000000000233e+05,4.045335999999999767e+05
4.045352000000000116e+05,4.045344000000000233e+05
4.045360000000000000e+05,4.045352000000000116e+05
4.045370000000000000e+05,4.045360000000000000e+05
4.045377999999999884e+05,4.045370000000000000e+05
4.045385999999999767e+05,4.045377999999999884e+05
4.045394000000000233e+05,4.045385999999999767e+05
4.045402000000000116e+05,4.045394000000000233e+05
4.045410000000000000e+05,4.045402000000000116e+05
4.045420000000000000e+05,4.045410000000000000e+05
4.045427999999999884e+05,4.045420000000000000e+05
4.045435999999999767e+05,4.045427999999999884e+05
4.045444000000000233e+05,4.045435999999999767e+05
4.045452000000000116e+05,4.045444000000000233e+05
4.045460000000000000e+05,4.045452000000000116e+05
4.045470000000000000e+05,4.045460000000000000e+05
4.045477999999999884e+05,4.045470000000000000e+05
4.045485999999999767e+05,4.045477999999999884e+05
4.045494000000000233e+05,4.045485999999999767e+05
4.045502000000000116e+05,4.045494000000000233e+05
4.045510000000000000e+05,4.045502000000000116e+05
4.045520000000000000e+05,4.045510000000000000e+05
4.045527999999999884e+05,4.045520000000000000e+05
4.045535999999999767e+05,4.045527999999999884e+05
4.045544000000000233e+05,4.045535999999999767e+05
4.045552000000000116e+05,4.045544000000000233e+05
4.045560000000000000e+05,4.045552000000000116e+05
4.045570000000000000e+05,4.045560000000000000e+05
4.045577999999999884e+05,4.045570000000000000e+05
4.045585999999999767e+05,4.045577999999999884e+05
4.045594000000000233e+05,4.045585999999999767e+05
4.045602000000000116e+05,4.045594000000000233e+05
4.045610000000000000e+05,4.045602000000000116e+05
4.045620000000000000e+05,4.045610000000000000e+05
4.045627999999999884e+05,4.045620000000000000e+05
4.045635999999999767e+05,4.045627999999999884e+05
4.045644000000000233e+05,4.045635999999999767e+05
4.045652000000000116e+05,4.045644000000000233e+05
4.045660000000000000e+05,4.045652000000000116e+05
4.045670000000000000e+05,4.045660000000000000e+05
4.045677999999999884e+05,4.045670000000000000e+05
4.045685999999999767e+05,4.045677999999999884e+05
4.045694000000000233e+05,4.045685999999999767e+05
4.045702000000000116e+05,4.045694000000000233e+05
4.045710000000000000e+05,4.045702000000000116e+05
4.045720000000000000e+05,4.045710000000000000e+05
4.045727999999999884e+05,4.045720000000000000e+05
4.045735999999999767e+05,4.045727999999999884e+05
4.045744000000000233e+05,4.045735999999999767e+05
4.045752000000000116e+05,4.045744000000000233e+05
4.045760000000000000e+05,4.045752000000000116e+05
4.045770000000000000e+05,4.045760000000000000e+05
4.045777999999999884e+05,4.045770000000000000e+05
4.045785999999999767e+05,4.045777999999999884e+05
4.045794000000000233e+05,4.045785999999999767e+05
4.045802000000000116e+05,4.045794000000000233e+05
4.045810000000000000e+05,4.045802000000000116e+05
4.045820000000000000e+05,4.045810000000000000e+05
4.045827999999999884e+05,4.045820000000000000e+05
4.045835999999999767e+05,4.045827999999999884e+05
4.045844000000000233e+05,4.045835999999999767e+05
4.045852000000000116e+05,4.045844000000000233e+05
4.045860000000000000e+05,4.045852000000000116e+05
4.045870000000000000e+05,4.045860000000000000e+05
4.045877999999999884e+05,4.045870000000000000e+05
4.045885999999999767e+05,4.045877999999999884e+05
4.045894000000000233e+05,4.045885999999999767e+05
4.045902000000000116e+05,4.045894000000000233e+05
4.045910000000000000e+05,4.045902000000000116e+05
4.045920000000000000e+05,4.045910000000000000e+05
4.045927999999999884e+05,4.045920000000000000e+05
4.045935999999999767e+05,4.045927999999999884e+05
4.045944000000000233e+05,4.045935999999999767e+05
4.045952000000000116e+05,4.045944000000000233e+05
4.045960000000000000e+05,4.045952000000000116e+05
4.045970000000000000e+05,4.045960000000000000e+05
4.045977999999999884e+05,4.045970000000000000e+05
4.045985999999999767e+05,4.045977999999999884e+05
4.045994000000000233e+05,4.045985999999999767e+05
4.046002000000000116e+05,4.045994000000000233e+05
4.046010000000000000e+05,4.046002000000000116e+05
4.046020000000000000e+05,4.046010000000000000e+05
4.046027999999999884e+05,4.046020000000000000e+05
4.046035999999999767e+05,4.046027999999999884e+05
4.046044000000000233e+05,4.046035999999999767e+05
4.046052000000000116e+05,4.046044000000000233e+05
4.046060000000000000e+05,4.046052000000000116e+05
4.046070000000000000e+05,4.046060000000000000e+05
4.046077999999999884e+05,4.046070000000000000e+05
4.046085999999999767e+05,4.046077999999999884e+05
4.046094000000000233e+05,4.046085999999999767e+05
4.046102000000000116e+05,4.046094000000000233e+05
4.046110000000000000e+05,4.046102000000000116e+05
4.046120000000000000e+05,4.046110000000000000e+05
4.046127999999999884e+05,4.046120000000000000e+05
4.046135999999999767e+05,4.046127999999999884e+05
4.046144000000000233e+05,4.046135999999999767e+05
4.046152000000000116e+05,4.046144000000000233e+05
4.046160000000000000e+05,4.046152000000000116e+05
4.046170000000000000e+05,4.046160000000000000e+05
4.046177999999999884e+05,4.046170000000000000e+05
4.046185999999999767e+05,4.046177999999999884e+05
4.046194000000000233e+05,4.046185999999999767e+05
4.046202000000000116e+05,4.046194000000000233e+05
4.046210000000000000e+05,4.046202000000000116e+05
4.046220000000000000e+05,4.046210000000000000e+05
4.046227999999999884e+05,4.046220000000000000e+05
4.046235999999999767e+05,4.046227999999999884e+05
4.046244000000000233e+05,4.046235999999999767e+05
4.046252000000000116e+05,4.046244000000000233e+05
4.046260000000000000e+05,4.046252000000000116e+05
4.046270000000000000e+05,4.046260000000000000e+05
4.046277999999999884e+05,4.046270000000000000e+05
4.046285999999999767e+05,4.046277999999999884e+05
4.046294000000000233e+05,4.046285999999999767e+05
4.046302000000000116e+05,4.046294000000000233e+05
4.046310000000000000e+05,4.046302000000000116e+05
4.046320000000000000e+05,4.046310000000000000e+05
4.046327999999999884e+05,4.046320000000000000e+05
4.046335999999999767e+05,4.046327999999999884e+05
4.046344000000000233e+05,4.046335999999999767e+05
4.046352000000000116e+05,4.046344000000000233e+05
4.046360000000000000e+05,4.046352000000000116e+05
4.046370000000000000e+05,4.046360000000000000e+05
4.046377999999999884e+05,4.046370000000000000e+05
4.046385999999999767e+05,4.046377999999999884e+05
4.046394000000000233e+05,4.046385999999999767e+05
4.046402000000000116e+05,4.046394000000000233e+05
4.046410000000000000e+05,4.046402000000000116e+05
4.046420000000000000e+05,4.046410000000000000e+05
4.046427999999999884e+05,4.046420000000000000e+05
